index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,parsed_genres,broad_genre,country,country_name,top_genre,avg_danceability,avg_energy,avg_valence,avg_tempo,avg_popularity
21722,SkyfallAdele,Adele,Skyfall,"['british soul', 'pop', 'uk pop']",6VObnIkLVruX4UVyxWhlqm,https://p.scdn.co/mp3-preview/68c26fb120ac16730ad0ac1c46e5bb9d9d60c70e?cid=b8d3901151d34489a160e3cf0ab1fa94,286480.0,False,Skyfall (Full Length),0.3459999999999999,0.552,0.0,-6.864,0.0,0.0282,0.4169999999999999,0.0,0.114,0.0789,75.881,4.0,74.0,"['british soul', 'pop', 'uk pop']","['soul', 'pop', 'pop']",SA,Saudi Arabia,pop,0.6148001453488372,0.6533224745639534,0.5078433175872092,119.98573859011628,79.12165697674419
21830,Smells Like Teen Spirit!Nirvana,Nirvana,Smells Like Teen Spirit!,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",5ghIJDpPoe3CfHMGu71E6T,,301920.0,False,Nevermind (Remastered),0.516,0.906,1.0,-4.525,1.0,0.0658,2.9e-05,0.000101,0.105,0.7279999999999999,116.775,4.0,75.0,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']","['rock', 'rock']",UA,Ukraine,rock,0.7025175778394971,0.6512600168104078,0.5317193612045022,119.40225391024704,66.52766408419822
21899,Snow ((Hey Oh))Red Hot Chili Peppers,Red Hot Chili Peppers,Snow ((Hey Oh)),"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",2aibwv5hGXSgw7Yru8IYTO,https://p.scdn.co/mp3-preview/bc8d37532bace773a946ed1ab59f4181e632d93a?cid=b8d3901151d34489a160e3cf0ab1fa94,334666.0,False,Stadium Arcadium,0.432,0.895,11.0,-3.682,1.0,0.0504,0.127,1.2e-05,0.1409999999999999,0.625,104.458,4.0,81.0,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']","['rock', 'metal', 'rock', 'rock']",CR,Costa Rica,rock,0.7143836130056656,0.6609045383205224,0.5791156580419328,120.49605214535744,83.71235249539895
21951,So Into YouTamia,Tamia,So Into You,"['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",3c6afiysmB7OnxQzzSqRfD,https://p.scdn.co/mp3-preview/4844779d6c97d7aab811e2ede6837d2538fc649e?cid=b8d3901151d34489a160e3cf0ab1fa94,261866.0,False,Tamia,0.656,0.4789999999999999,7.0,-7.055,0.0,0.0348,0.0665,0.00272,0.168,0.7079999999999999,184.374,4.0,66.0,"['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']","['pop', 'pop', 'pop', 'pop', 'soul', 'r&b', 'r&b', 'r&b', 'r&b']",ZA,South Africa,pop,0.7230528709700894,0.6173818026344516,0.519034207845135,119.56291008660214,67.47609344298085
21987,So WhatP!nk,P!nk,So What,"['dance pop', 'pop', 'post-teen pop']",0JiY190vktuhSGN6aqJdrt,https://p.scdn.co/mp3-preview/4fce142e082b70ea661ab7c3aa4610a1696bbff6?cid=b8d3901151d34489a160e3cf0ab1fa94,215160.0,True,Funhouse (Expanded Edition),0.534,0.87,11.0,-3.078,0.0,0.0425,0.000329,0.0,0.2409999999999999,0.462,126.019,4.0,69.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",NZ,New Zealand,pop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
22169,Someone You LovedLewis Capaldi,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,182160.0,False,Divinely Uninspired To A Hellish Extent,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,95.0,"['pop', 'uk pop']","['pop', 'pop']",CH,Switzerland,pop,0.6554643895348837,0.6451970094476744,0.5048730959302326,124.51583655523257,83.62365552325582
22170,Someone You LovedLewis Capaldi,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,182160.0,False,Divinely Uninspired To A Hellish Extent,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,96.0,"['pop', 'uk pop']","['pop', 'pop']",CH,Switzerland,pop,0.6554643895348837,0.6451970094476744,0.5048730959302326,124.51583655523257,83.62365552325582
22208,Something Just Like ThisThe Chainsmokers & Coldplay,The Chainsmokers & Coldplay,Something Just Like This,"['electropop', 'pop', 'tropical house']",6RUKPb4LETWmmr3iAEQktW,https://p.scdn.co/mp3-preview/cb1ae1f9e2f874dd2d19e4c29edb552777eb1e7a?cid=b8d3901151d34489a160e3cf0ab1fa94,247160.0,False,Memories...Do Not Open,0.6169999999999999,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.4e-05,0.164,0.446,103.019,4.0,84.0,"['electropop', 'pop', 'tropical house']","['pop', 'pop', 'latin']",HK,Hong Kong,pop,0.612475272937604,0.6154612030944979,0.4903842636107295,132.29014351818378,69.70591425059649
22271,Somewhere Only We KnowKeane,Keane,Somewhere Only We Know,"['neo mellow', 'piano rock', 'pop rock']",0ll8uFnc0nANY35E0Lfxvg,,236160.0,False,Hopes And Fears,0.447,0.662,9.0,-4.221,1.0,0.0259,0.0597,3e-06,0.0869,0.307,172.015,4.0,68.0,"['neo mellow', 'piano rock', 'pop rock']","['pop', 'rock', 'pop']",SA,Saudi Arabia,pop,0.6148001453488372,0.6533224745639534,0.5078433175872092,119.98573859011628,79.12165697674419
22576,StarboyThe Weeknd Featuring Daft Punk,The Weeknd Featuring Daft Punk,Starboy,"['canadian contemporary r&b', 'canadian pop', 'pop']",7MXVkk9YMctZqd1Srtv4MB,,230453.0,True,Starboy,0.678,0.5879999999999999,7.0,-7.015,1.0,0.276,0.1409999999999999,6e-06,0.137,0.4859999999999999,186.005,4.0,86.0,"['canadian contemporary r&b', 'canadian pop', 'pop']","['r&b', 'pop', 'pop']",AE,United Arab Emirates,pop,0.6402619638167493,0.6247082083454917,0.49696533046396263,122.19661175955648,86.40749927049897
22695,Steal My GirlOne Direction,One Direction,Steal My Girl,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",2Bs4jQEGMycglOfWPBqrVG,https://p.scdn.co/mp3-preview/2be03a39526b79e665a488afb5f87257a7977dce?cid=b8d3901151d34489a160e3cf0ab1fa94,228133.0,False,FOUR (Deluxe),0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,4.0,74.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","['pop', 'pop', 'pop', 'pop']",GB,United Kingdom,pop,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
22860,Story Of My LifeOne Direction,One Direction,Story Of My Life,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",4nVBt6MZDDP6tRVdQTgxJg,https://p.scdn.co/mp3-preview/e8cbef539a2a32def5e66968cc00769a4f523c1c?cid=b8d3901151d34489a160e3cf0ab1fa94,245493.0,False,Midnight Memories (Deluxe),0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.1189999999999999,0.2859999999999999,121.07,4.0,81.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","['pop', 'pop', 'pop', 'pop']",IE,Ireland,pop,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
22941,Stressed Outtwenty one pilots,twenty one pilots,Stressed Out,"['modern rock', 'rock']",3CRDbSIZ4r5MsZ0YwxuEkn,https://p.scdn.co/mp3-preview/0e0951b811f06fea9162eb7e95e4bae4802d97af?cid=b8d3901151d34489a160e3cf0ab1fa94,202333.0,False,Blurryface,0.7339999999999999,0.637,4.0,-5.677,0.0,0.1409999999999999,0.0462,2.3e-05,0.0602,0.648,169.977,4.0,84.0,"['modern rock', 'rock']","['rock', 'rock']",CZ,Czechia,rock,0.6851213236620837,0.6724915737432788,0.4841494785464256,128.7664670708383,70.26996499585002
23000,StyleTaylor Swift,Taylor Swift,Style,"['pop', 'post-teen pop']",4lIxdJw6W3Fg4vUIYCB0S5,,231000.0,False,1989,0.5979999999999999,0.786,2.0,-5.572,1.0,0.0382,0.00256,0.00143,0.117,0.456,95.021,4.0,64.0,"['pop', 'post-teen pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
23061,SugarRobin Schulz Featuring Francesco Yates,Robin Schulz Featuring Francesco Yates,Sugar,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",5tf1VVWniHgryyumXyJM7w,https://p.scdn.co/mp3-preview/c4b6941542e99f1a0cf480d6b1ed033be783a3fa?cid=b8d3901151d34489a160e3cf0ab1fa94,219043.0,False,Sugar,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,4.0,77.0,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']","['pop', 'electronic', 'electronic', 'electronic', 'dance', 'pop', 'latin']",LU,Luxembourg,electronic,0.6646686169420872,0.6445592727408069,0.5315648682447521,124.61448898317701,82.03978710733959
23073,Sultans Of SwingDire Straits,Dire Straits,Sultans Of Swing,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",6cr6UDpkjEaMQ80OjWqEBQ,https://p.scdn.co/mp3-preview/36d1b1b99357ff707acec4dddb357aa59d50c0b5?cid=b8d3901151d34489a160e3cf0ab1fa94,350400.0,False,Dire Straits,0.73,0.8679999999999999,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,4.0,67.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']","['rock', 'rock', 'easy listening', 'rock', 'rock']",NZ,New Zealand,rock,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
23095,Summer Of '69Bryan Adams,Bryan Adams,Summer Of '69,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0GONea6G2XdnHWjNZd6zt3,,216053.0,False,Reckless (30th Anniversary / Deluxe Edition),0.508,0.8339999999999999,2.0,-6.205,1.0,0.0386,0.0183,0.0,0.0732,0.774,139.131,4.0,81.0,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']","['rock', 'pop', 'rock', 'rock', 'easy listening', 'rock', 'rock']",AT,Austria,rock,0.6664647022557482,0.6592935620512077,0.5293214114745775,127.30358896061507,81.44262711249728
23114,SummerCalvin Harris,Calvin Harris,Summer,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",6YUTL4dYpB9xZO5qExPf05,https://p.scdn.co/mp3-preview/7747e4abf05e790168b4aeb87de9c008095677a9?cid=b8d3901151d34489a160e3cf0ab1fa94,222533.0,False,Motion,0.5959999999999999,0.8559999999999999,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.1409999999999999,0.7429999999999999,127.949,4.0,80.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']","['pop', 'electronic', 'electronic', 'electronic', 'pop', 'electronic', 'latin', 'dance']",LU,Luxembourg,electronic,0.6646686169420872,0.6445592727408069,0.5315648682447521,124.61448898317701,82.03978710733959
23214,SupermanEminem,Eminem,Superman,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",4woTEX1wYOTGDqNXuavlRC,,350320.0,True,The Eminem Show,0.803,0.753,4.0,-3.542,0.0,0.0625,0.015,0.0,0.2039999999999999,0.557,129.998,4.0,73.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']","['hip hop', 'funk', 'hip hop', 'hip hop']",KZ,Kazakhstan,hip hop,0.7047524448774855,0.5985305510447114,0.5043150698278662,116.17265172675111,67.17509292338782
23249,Sure ThingMiguel,Miguel,Sure Thing,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0JXXNGljqupsJaZsgSbMZV,https://p.scdn.co/mp3-preview/d2ea23d1d8efbf0312ef066c20593be68b081b8a?cid=b8d3901151d34489a160e3cf0ab1fa94,195373.0,False,All I Want Is You,0.684,0.6029999999999999,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,4.0,75.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","['pop', 'pop', 'pop', 'r&b', 'r&b']",ZA,South Africa,pop,0.7230528709700894,0.6173818026344516,0.519034207845135,119.56291008660214,67.47609344298085
23304,Sweater WeatherThe Neighbourhood,The Neighbourhood,Sweater Weather,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",2QjOHCTQ1Jl3zawyYOpxh6,https://p.scdn.co/mp3-preview/b189d26b94a514fa75e47775b4ce05421c67580f?cid=b8d3901151d34489a160e3cf0ab1fa94,240400.0,False,I Love You.,0.6119999999999999,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0,82.0,"['electropop', 'modern alternative rock', 'modern rock', 'pop']","['pop', 'rock', 'rock', 'pop']",UA,Ukraine,pop,0.7025175778394971,0.6512600168104078,0.5317193612045022,119.40225391024704,66.52766408419822
23328,Sweet Dreams (Are Made Of This)Eurythmics,Eurythmics,Sweet Dreams (Are Made Of This),"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1TfqLAPs4K3s2rJMoCokcS,https://p.scdn.co/mp3-preview/90dbf17146e76483a9fe296d7f03001e2f07199f?cid=b8d3901151d34489a160e3cf0ab1fa94,216933.0,False,Sweet Dreams (Are Made Of This),0.692,0.7109999999999999,0.0,-7.498,0.0,0.0317,0.227,0.0,0.12,0.875,125.135,4.0,82.0,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']","['pop', 'rock', 'pop', 'easy listening', 'pop', 'rock', 'rock', 'pop']",FR,France,pop,0.7068117940019488,0.6456155545129741,0.5719656801039373,121.63550330217619,75.61250857122235
23341,Sweet Home AlabamaLynyrd Skynyrd,Lynyrd Skynyrd,Sweet Home Alabama,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",7e89621JPkKaeDSTQ3avtg,,283800.0,False,Second Helping,0.5959999999999999,0.6049999999999999,7.0,-12.145,1.0,0.0255,0.1809999999999999,0.000331,0.0863,0.886,97.798,4.0,83.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']","['rock', 'rock', 'rock', 'rock', 'rock', 'easy listening', 'rock', 'rock']",US,United States,rock,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
23421,Swimming Pools (Drank)Kendrick Lamar,Kendrick Lamar,Swimming Pools (Drank),"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",6REbwUNlppTfcnV4d4ZoZi,,247800.0,True,Swimming Pools (Drank),0.5769999999999998,0.447,8.0,-5.892,1.0,0.277,0.00627,0.00022,0.0898999999999999,0.189,74.236,4.0,72.0,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","['hip hop', 'hip hop', 'hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
23546,Take Me To ChurchHozier,Hozier,Take Me To Church,"['irish singer-songwriter', 'pop']",1CS7Sd1u5tWkstBhpssyjP,https://p.scdn.co/mp3-preview/cdbb37ee18245800e331528fd781bac388da9254?cid=b8d3901151d34489a160e3cf0ab1fa94,241693.0,False,Hozier (Expanded Edition),0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,4.0,77.0,"['irish singer-songwriter', 'pop']",['pop'],CA,Canada,pop,0.6302834467945685,0.607913830863883,0.5027710601041173,124.50064833084568,86.64094069678546
23562,Take On Mea-ha,a-ha,Take On Me,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",2WfaOiMkCvy7F5fcp2zZ8L,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=b8d3901151d34489a160e3cf0ab1fa94,225280.0,False,Hunting High and Low,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,4.0,84.0,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']","['rock', 'pop', 'rock', 'pop']",CH,Switzerland,rock,0.6554643895348837,0.6451970094476744,0.5048730959302326,124.51583655523257,83.62365552325582
23888,Tennessee WhiskeyChris Stapleton,Chris Stapleton,Tennessee Whiskey,"['contemporary country', 'outlaw country']",3fqwjXwUGN6vbzIwvyFMhx,,293293.0,False,Traveller,0.392,0.37,9.0,-10.888,1.0,0.0298,0.2049999999999999,0.0096,0.0821,0.512,48.718,4.0,78.0,"['contemporary country', 'outlaw country']","['country', 'country']",NZ,New Zealand,country,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
24051,That's What I LikeBruno Mars,Bruno Mars,That's What I Like,['pop'],0KKkJNfGyhkQ5aFogxQAPU,https://p.scdn.co/mp3-preview/f09116ce18bd77f543e68a925e5a96509e79ac6a?cid=b8d3901151d34489a160e3cf0ab1fa94,206693.0,False,24K Magic,0.8529999999999999,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,4.0,83.0,['pop'],['pop'],PH,Philippines,pop,0.6352808258735201,0.5564943293387237,0.5070033424776206,120.24074458561941,79.41528299162576
24086,The 1Taylor Swift,Taylor Swift,The 1,"['pop', 'post-teen pop']",0Jlcvv8IykzHaSmj49uNW8,,210251.0,True,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr'}, 'href': 'https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr', 'id': '2fenSS68JI1h4Fo296JfGr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc', 'width': 64}], 'name': 'folklore', 'release_date': '2020-07-24', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2fenSS68JI1h4Fo296JfGr'}",0.777,0.3569999999999999,0.0,-6.942,1.0,0.0522,0.757,7e-06,0.108,0.1719999999999999,139.883,4.0,76.0,"['pop', 'post-teen pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
24090,The A TeamEd Sheeran,Ed Sheeran,The A Team,"['pop', 'uk pop']",1VdZ0vKfR5jneCmWIUAMxK,https://p.scdn.co/mp3-preview/37bf226e93591d438dde11e6404e3751a108084f?cid=b8d3901151d34489a160e3cf0ab1fa94,258373.0,False,+,0.642,0.2889999999999999,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.4069999999999999,84.99599999999998,4.0,77.0,"['pop', 'uk pop']","['pop', 'pop']",BG,Bulgaria,pop,0.6998933838255106,0.7741705130539271,0.6316745439318355,135.3886122419255,61.34959764046171
24114,The ArcherTaylor Swift,Taylor Swift,The Archer,"['dance pop', 'pop', 'post-teen pop']",3pHkh7d0lzM2AldUtz2x37,,211240.0,False,Lover,0.2919999999999999,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,4.0,76.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
24205,The Boys Are Back In TownThin Lizzy,Thin Lizzy,The Boys Are Back In Town,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",43DeSV93pJPT4lCZaWZ6b1,,266720.0,False,Jailbreak (Deluxe Edition),0.445,0.7059999999999998,8.0,-9.803,1.0,0.0461,0.234,0.000252,0.2049999999999999,0.768,80.82299999999998,4.0,75.0,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']","['rock', 'rock', 'rock', 'rock', 'metal', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
24256,The Christmas Song (Merry Christmas To You)Nat King Cole,Nat King Cole,The Christmas Song (Merry Christmas To You),['adult standards'],4PS1e8f2LvuTFgUs1Cn3ON,,192160.0,False,The Christmas Song (Expanded Edition),0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.1e-05,0.138,0.2089999999999999,78.696,4.0,86.0,['adult standards'],['easy listening'],US,United States,easy listening,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
24257,The Christmas Song (Merry Christmas To You)Nat King Cole,Nat King Cole,The Christmas Song (Merry Christmas To You),['adult standards'],4PS1e8f2LvuTFgUs1Cn3ON,,192160.0,False,The Christmas Song (Expanded Edition),0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.1e-05,0.138,0.2089999999999999,78.696,4.0,87.0,['adult standards'],['easy listening'],US,United States,easy listening,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
24377,The Final CountdownEurope,Europe,The Final Countdown,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",3MrRksHupTVEQ7YbA0FsZK,https://p.scdn.co/mp3-preview/95b70df7dda2d699957e8b068b89e233e3a5e5ee?cid=b8d3901151d34489a160e3cf0ab1fa94,310333.0,False,The Final Countdown (Expanded Edition),0.536,0.8439999999999999,6.0,-6.918,0.0,0.058,0.0628,0.00084,0.0608,0.185,117.652,4.0,76.0,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']","['rock', 'metal', 'rock', 'rock', 'rock']",DE,Germany,rock,0.6905386847546157,0.6624644905509812,0.5275698792121586,126.78461373281584,77.971634807211
24674,The ManTaylor Swift,Taylor Swift,The Man,"['dance pop', 'pop', 'post-teen pop']",3RauEVgRgj1IuWdJ9fDs70,,190360.0,False,Lover,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,4.0,80.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",IE,Ireland,pop,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
24746,The Night We MetLord Huron,Lord Huron,The Night We Met,"['indie folk', 'indie pop', 'new americana', 'stomp and holler']",0QZ5yyl6B6utIWkxeBDxQN,https://p.scdn.co/mp3-preview/1c0da00b5c95a1a6c9dfc05b14a1a628a6e0ad73?cid=b8d3901151d34489a160e3cf0ab1fa94,208211.0,False,Strange Trails,0.441,0.379,2.0,-9.545000000000002,1.0,0.0449,0.968,0.262,0.639,0.105,174.118,3.0,76.0,"['indie folk', 'indie pop', 'new americana', 'stomp and holler']","['folk', 'pop']",NO,Norway,folk,0.6332500908628335,0.6296076106709311,0.5250128734462456,122.35276404739406,75.19975285309297
24874,The Real Slim ShadyEminem,Eminem,The Real Slim Shady,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",3yfqSUWxFvZELEM4PmlwIR,,284200.0,True,The Marshall Mathers LP,0.95,0.665,5.0,-4.286,0.0,0.061,0.0339,0.0,0.0453,0.76,104.504,4.0,81.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']","['hip hop', 'funk', 'hip hop', 'hip hop']",UA,Ukraine,hip hop,0.7025175778394971,0.6512600168104078,0.5317193612045022,119.40225391024704,66.52766408419822
25416,Thinkin Bout YouFrank Ocean,Frank Ocean,Thinkin Bout You,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",7DfFc7a6Rwfi3YQMRbDMau,,200746.0,False,channel ORANGE,0.7159999999999999,0.35,0.0,-11.094,1.0,0.0537,0.41,0.00134,0.0927,0.1779999999999999,129.842,4.0,76.0,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']","['r&b', 'hip hop', 'hip hop', 'soul', 'pop']",US,United States,hip hop,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
25430,Thinking Out LoudEd Sheeran,Ed Sheeran,Thinking Out Loud,"['pop', 'uk pop']",34gCuhDGsG4bRPIf9bb02f,https://p.scdn.co/mp3-preview/7fba47d0806142cb34ad2080a5f139eba915fe05?cid=b8d3901151d34489a160e3cf0ab1fa94,281560.0,False,x (Deluxe Edition),0.781,0.445,2.0,-6.061,1.0,0.0295,0.4739999999999999,0.0,0.184,0.5909999999999999,78.998,4.0,84.0,"['pop', 'uk pop']","['pop', 'pop']",BG,Bulgaria,pop,0.6998933838255106,0.7741705130539271,0.6316745439318355,135.3886122419255,61.34959764046171
